"English Sentence","Arabic Sentence"
"The conference proceedings will contain approximately 600 pages - size A4 - with about 180 illustrations, and will make an important contribution to the literature on this subject.","سيحتوي المؤتمر التالي على ٦٠٠ صفحة قياس أ ٤ مع ١٨٠ رسماً توضيحياً وسيشكل مساهمة فعالة للأدب."
"A preliminary report will be prepared for the information of interested institutions.","سيُحضَّر تقرير مبدئي لإفادة المؤسسات المهتمة."
"The provisional report can only hope to give a brief outline.","نأمل أن يزودنا التقرير الإحتياطي بملخص مختص."
"This bulletin contains additional information essential for conference participants and persons accompanying them.","هذه النشرة تحتوي على معلومات هامة وإضافية للمؤتمر والمشاركين والمرافقين لهم."
"Nothing has yet appeared in the specialist literature about these interesting research results.","لم تظهر نتائج الأبحاث الهامة المتعلقة بالخبرة الأدبية."
"According to the latest UN statistics, the number of scientific publications doubles every 8 to 10 years.","طبقاً لإحصائية الأمم المتحدة الأخيرة، إن عدد المنشورات العلمية يتضاعف كل ٨ إلى ١٠ سنوات."
"In the complete edition apart from the major contributions, biographies of the authors, and full details of source materials, you will also find extracts from the minor contributions.","ستجدون في النشرة الكاملة إضافة إلى المساهمات الهامة وسير المؤلفين الذاتية والتفاصيل الكاملة عن منبع المواد، مختصرات عن المساهمات الثانوية."
"Allow me to draw your attention to a book which has just come out, which may be described as a veritable gold mine, and which will certainly attract a great many interested readers.","اسمحوا لي أن ألفت انتباهكم إلى كتاب صدر حديثاً، هو كنز، سيجذب دون شك عدداً كبيراً من القراء."
"The new university text-book which was recently accepted after a detailed review has, furthermore, been recognized as an official text-book.","اعتمد كتاب الجامعة الجديد الذي قبل مؤخراً بعد مراجعات مكثفة كتاباً رسمياً."
"I expect the news has got around that this work is regarded as one of the best textbooks to appear on the market in the last few years","أرجو أن يكون الخبر قد انتشر إذ أن هذا الكتاب هو أفضل كتاب ظهر في الأسواق خلال السنوات الأخيرة."
"I see the particular merit of this author in his always being able to orientate the reader towards the main methodological problems.","أعتقد أن إنجاز هذا الكتاب مرتبط بقدرته على توجيه القارئ نحو المشاكل الجدلية الأساسية."
"The authors excel in their expert knowledge of the problems dealt with in their work. The (their) clarity and precision of expression (style) is also praiseworthy.","يسرع المؤلفون وفقاً لخبرتهم العميقة بمواجهة المشاكل المتعلقة بأعمالهم وفق وضوح رؤيتهم ودقتهم في معالجة الأمور."
"Our next conference is scheduled to take place from June 10th to 12th of next year in Oman.","حُدِّد المؤتمر القادم من العاشر إلى الشتائي عشر من شهر حزيران (يونيو) من السنة القادمة في عُمان."
"The Metrology Symposium next month in Tripoli promises to be a great success.","يبدو أن اللقاء المتعلق بعلم الأوزون والمساحات والذي سيقام في طرابلس سيحصد نجاحاً عظيماً."
"The Conference Organizers have announced that future conferences will take place at intervals of four 4-years.","أعلن منظمو المؤتمر أن المؤتمرات المستقبلية ستقام كل أربع سنوات."
"The date and location of the next session will be fixed by the Executive Committee after consultation with the Secretariat.","ستقرر اللجنة التنفيذية بعد استشارة أمانة السر تاريخ ومكان انعقاد الجلسة المقبلة."
"We are very fortunate in that we have secured a number of important patrons for our next conference.","إننا محظوظون لأننا نتمكنا من تأمين عدد من المشاركين الهامين لمؤتمرنا القادم."
"Invitation will, as a rule, be sent to participants three months before a conference begins.","سترسل الدعوات للمشاركين قبل ثلاثة أشهر من بداية المؤتمر وفق ما ينص عليه القانون."
"It seems that the events of the Cairo conference are already proving significant.","يبدو لي أن نتائج مؤتمر القاهرة قد برهنت على أهميتها."
"The last item on the agenda provides for the presentation of awards to a number of scientists.","إن المقطع الأخير في هذه المفكرة يُعنى بالمكافآت لعدد من العلماء."
"Tomorrow's final session is the occasion of the presentation of medals, and the award of honorary membership to meritorious and long-serving members and to distinguished guests.","سيكون الاجتماع الأخير يوم غد، مناسبة لتقديم الأوسمة والتتويجات الرفيعة إلى الأعضاء المستحقين والذين عملوا كثيراً، وللضيوف المميزين."
"Would all those whose names are called kindly come forward to receive their awards' in person?","السرجاء أن يتفضل ويتقدم شخصياً كل من ينادي اسمه لينال مكافأته."
"We are pleased to be able to honour Dr Said by presenting him with this award in recognition of his remarkable achievements in his special field.","إنه لمن دواعي سرورنا تكريم الدكتور سعيد بمنحه هذه المكافأة عرفاناً منا لإنجازاته المميزة في ميدانه الخاص."
"We should like to express our gratitude for your excellent work and we look forward to further valuable cooperation. Congratulations on this outstanding award.","نشكرك على عملك الباهر ونستطلع للتعاون معك مستقبلاً، كما أننا نهشك على عملك المميز."
"Dr Alexander has especially distinguished himself by his excellent research results, enhancing both the reputation of his country and the fame of our society.","لقد قام الدكتور إسكندر بعمل استثنائي ومُميّز نتيجة لأبحاثه الممتازة مما شُرف سمعة بلده ورفع شهرة مجتمعنا."
"A message of greeting will be read out during the Congress.","ستتلى خلال المؤتمر رسالة نهضة وترحب."
"On the occasion of the annual conference of the United Nations the directors of the Congress suggest the following greeting to be extended to the General Secretary of the UNO in New York and request the agreement of all participants.","بمناسبة انعقاد المؤتمر السنوي للأمم المتحدة يقترح مدراء الجمع إرسال تحياتنا إلى الأمين العام للأمم المتحدة في نيويورك لذا نطلب موافقة جميع المشاركين على هذا."
"Today we the late Honorary President of our society, who died last month.","نكرّم اليوم ذكرى رئيس جمعيتنا الشرقي، الذي توفاه الله الشهر الفائت."
"Today we remember Dr Walid, one of the founders of our society and the recipient of many high awards, who died 2 months ago. I ask those present to honor his memory with a minute's silence.","كما تذكر اليوم الدكتور وليد أحد مؤسسي جمعيتنا والحاصل على عدة جوائز تقديرية والذي انتقل إلى رحمته تعالى منذ شهرين، أرجو من الحاضرين الوقوف دقيقة صمت على روحه."
"I would ask you to stand in commemoration of the dead.","أرجو منكم الوقوف لتخليد ذكرى الأموات."
"That concludes the 10th Congress of our society. We wish you a pleasant journey home.","هكذا يختتم المؤتمر العاشر جمعنا، نتمنى لكم عودة حميدة إلى وطنكم."
"I hope that you have gathered much experience and enjoyed your stay.","أرجو أن تكونوا قد كونتم خبرة واسعة وتتعلم بإقامتكم."
"I sincerely hope that you will return home from this conference with a wealth of experience and that you will retain pleasant memories of the attractive surroundings in which it took place.","أتمنى مخلصاً أن تعودوا إلى بلدانكم من هذا المؤتمر حاملين خبرة قيمة وأن تحافظوا على ذكريات سعيدة عن هذا المكان الجميل الذي أقمتم فيه."
"I hope that you will be able to remember this Congress not only for the importance of the papers and discussions, but also for the warmth with which you were received by your friends and colleagues.","أرجو أن تذكروا هذا المؤتمر دائماً، ليس فقط لأهمية المداولات والمباحثات ولكن لحرارة الحفاوة التي استقبلتم بها من قبل أصدقائكم وزملائكم."
"Your conference to be held in October this year contains several Problem Groups (Subject Groups) which have a strong connection with my own specialization. Therefore participation would be very advantageous to me. I am prepared to give a report of about 10 minutes duration, in Working Group B, on my experience and latest research results.","إن مؤتمركم الذي سيقام في تشرين الأول (أكتوبر) من هذا العام سيتضمن مواضيع متعددة ذات علاقة وثيقة مع اختصاصي. لذا ستكون المساهمة مفيدة لي. وأنا جاهز للمشاركة ببحث لمدة عشرة دقائق مع فريق العمل ""ب""، لأتحدث عن خبرتي وآخر نتائج أبحاثي."
"In the eleventh edition of your journal ""Nature"" you announced 'a meeting for discussion of ergonomic problems. I am very interested in this subject and therefore ask you if you will send me an invitation. As far as I can see from the preliminary information you circulated, questions concerning the Environment saving appear on the agenda. I have been engaged in this field of inquiry for about five years. I should also be very willing to give information of my experience in a discussion (by way of a contribution). If you were interested in such a contribution would you confirm","في إصداركم الحادي عشر من صحيفتكم (الطبيعة) أعلنتم عن اجتماع لمناقشة مشاكل الأمراض الميكروبية، وبما أنني مهتم جداً بهذا الموضوع، أرحوان ترسلوا لي دعوة، وكما يبدو لي من المعلومات الأولية التي وزعتموها أن المسائل المتعلقة بحماية البيئة مدرجة على البرنامج. ولقد ساهمت في هذه المسألة منذ خمس سنوات تقريباً، وسيسعدني أن أقدم معلومات عن تجربتي خلال المحادثات (مشاركة). فإذا كانت مساهمة من هذا النوع تهتمكم فأرجو أن تؤكدوا لي عن رغبتكم الخاصة وتردوني بتفاصيل عن جدول الأعمال الخاص بذلك."
"Owing to sudden I must unfortunately miss your meeting. I trust you will understand my canceling at such short notice and I wish you every success in your deliberations (discussions).","يُوَسِّفِي أَنِّي لَنْ أَتَكُنَّ مِنْ حُضُورِ اجْتِمَاعِكُمْ بِسَبَبِ مَرَضٍ مُفَاجِرٍ، أَتَى تَنَامًا أَنْتُمْ سَتَفْهَمُونَ سَبَبَ الْغَائِي فِي هَذِهِ الْمُدَّةِ الْقَصِيرَةِ وَأَتْنِي لَكُمْ النَّجَاحَ فِي مُنَاقَشَاتِكُمْ."
"I greatly regret having to inform you that urgent business prevents me from attending (participa-ting in) your Congress, the theme of which would have interested me very much.","يُوَسِّفِي أَنْ أَعْلَمَكُمْ أَنَّ أَمْرًا طَارِئًا مُنْعَنِي مِنَ الْحُضُورِ وَالْمُشَارَكَةِ فِي مُؤْتَمَرِكُمْ. رَغْمَ أَنَّ الْمَوْضُوعَ كَانَ يُهْمِنِي كَثِيرًا."
"At the same time as your colloquium an important symposium on questions concerning our special field of research, planned for some time now, is to take place in Beirut, and I shall be taking part. I therefore wish to apologize for not attending your colloquium. I hope that we shall continue to maintain close contact and that your meeting will follow a successful course. 5) Letter of Thanks","سَيَقَامُ فِي بَيْرُوتِ مُؤْتَمَرِ هَامِ مَتَمَحُّورَ حَوْلَ قَضَايَا مُتَعَلِّقَةً بِمَجَالِ أَجَانِبَاءِ فِي نَفْسِ الْوَقْتِ الَّذِي يَقَامُ فِيهِ اجْتِمَاعُكُمْ. وَمَا أَنَّهُ قَدْ خُطِّطَ هَذَا الْمُؤْتَمَرُ مُنْذُ بَعْضِ الْوَقْتِ، وَيَتَعَيَّنُ عَلَيَّ حُضُورُهُ، أَوَدُّ الِاعْتِذَارِ عَنْ عَدَمِ تَكْتِي مِنَ الْمُشَارَكَةِ. كَمَا أَرْجُو أَنْ نَظَلَ عَلَى اتِّصَالٍ وَثِيقٍ، وَأَنْ يَصْدُرَ عَنْ اجْتِمَاعِكُمْ نَتَائِجَ نَاحِحَةٍ."
"Underline the author's (s') name(s), adding his (their) initials after the surname. Indicate the speaker's name clearly.","ضع خطاً تحت اسم المؤلف(ين) وزد إمضاء(هم) بعد الكنية وأشر إلى اسم المتكلم بوضوح."
"State institution where research was done, city, state, and country.","اذكر اسم المؤسسة حيث وضعت الأبحاث مع اسم المدينة، الولاية والبلد."
"Present the entire abstract typed in single spacing and if necessary without paragraph-breaks (see example).","حضر كل الملخص مطبوعاً مع مساحات فارغة ضيقة ومتوازية وإذا أمكن دون عبارات متقاطعة (أنظر إلى النموذج)."
"Leave no margin at top or left-hand side.","لا تترك أي هامش (فراغ) على رأس الورقة أو يسارها."
"Ecrire le titres en MAJUSCULE.","أكتب العنوان بالأحرف التاجية."
"Five abstract forms are enclosed. More forms may be obtained if necessary.","خمسة نماذج مختصرة يجب أن تكون مرفقة، يمكن الحصول على نماذج أخرى عند الضرورة."
"Please note: The abstract forms should be not folded, as creases will show up on the Photocopy. 7) Application Form for Foreigners for Entry or Transit Visas. This form must be completed in duplicate and two recent photographs attached. Full answers to all questions should be typed or clearly written in capital letters.","أرجو الانتباه: لا يجب طي النماذج المختصرة لمنع ظهور الثنايا على النسخ المطبوعة. ٧) نماذج طلبات لدخول الأراضي أو للحصول على استمارة عبور للأجانب. يجب أن يعبأ هذا النموذج على نسختين ويسرق معه صورتان حديثتان. يجب الطباعة أو الكتابة بأحرف تاجية واضحة الأجوبة الكاملة عن الأسئلة."
