"English Term","Arabic Term"
"Solicit (to) international intervention","يُناشد التدخّل الدولي"
"Solicit (to) international opinion","يلتمس الرأي العام الدولي"
"Solicit (to) international protection","يطلب الحماية الدولية"
"Solicit (to) votes","يلتمس الأصوات الانتخابية"
"Solidarity","تضامن"
"Solve (to) diplomatic crisis","يحلّ الأزمة الدبلوماسية"
"Solve (to) diplomatic discords","يُسَوّي الخلافات الدبلوماسية"
"Solve (to) diplomatic discords","يُسَوِّي الخلافات الدبلوماسية"
"Solve (to) political situation","يُسَوّي الوضع السياسي"
"Solve (to) political situation","يُسَوِّي الوضع السياسي"
"Sources of political information","مصادر المعلومات السياسية"
"Sovereign state","دولة ذات سيادة"
"Special envoy","مبعوث خاص"
"Special envoy","مَبْعُوث خَاص"
"Specific political statement","بيان سياسي مُحدَّد"
"Speech of presentation of credentials","خطاب تقديم أوراق الاعتماد"
"Speech","خطاب"
"Speeches according seats","إلقاء الكلمات حسب أمكنة الجلوس"
"Spirit of understanding between nations","روح التفاهم بين الدول"
"Spy","جاسوس"
"Stability of political situation","استقرار الوضع السياسي"
"Stability of world peace","استقرار السلام العالمي"
"Stabilization of peace","توطيد السلام"
"Stabilization of political situation","توطيد الوضع السياسي"
"Stabilization of world peace","توطيد السلام العالمي"
"Stabilize (to) political situation","يُرَسِّخ الوضع السياسي"
"Stabilize (to) political","يُرسِّخُ الوضع السياسي"
"Stabilize (to) state sovereignty","يُوطِد سيادة الدولة"
"Stabilize (to) state sovereignty","يُوطّد سيادة الدولة"
"Stabilize (to) world peace","يُرسِّخُ السلام العالمي"
"Stabilize (to) world peace","يُرَسِّخ السلام العالمي"
"Stabilizing element","عنصر مساعد على الاستقرار"
"Stand off (to) the decision","يقف ضد القرار"
"Stand off (to) the decision","يقف ضدّ القرار"
"Standing committee","لجنة دائمة"
"Standing orders","أوامر سارية المفعول"
"State action plan","خطة عمل الدولة"
"State authority","سلطة الدولة"
"State Council","مجلس الدولة"
"State foreign policy","السياسة الخارجية للدولة"
"State hegemony","سيادة الدولة"
"State of siege","أحكام عرفية"
"State prisoner","سجين سياسي"
"State public policy","السياسة العامة للدولة"
"State strategy","استراتيجية الدولة"
"State Supremacy","السلطة العليا للدولة"
"State union","اتحاد دولي"
"State","دولة"
"Statement on official capacity","بيان بصفة رسمية"
"States civilization","حضارة الدول"
"States claims","شكاوى الدول"
"States commitments","تعهدات الدول"
"States common interests","المصالح المشتركة للدول"
"States decadence","انحطاط الدول"
"States frontiers","حدود الدول"
"States functions","مهام الدول"
"States goals","أهداف الدول"
"States obligations","واجبات الدول"
"States permanence","استمرارية الدول"
"States preoccupations","مشاغل الدول"
"States prosperity","ازدهار الدول"
"States rights and duties","حقوق وواجبات الدول"
"States rights","حقوق الدول"
"States status","قانون الدول"
"States statutes","قوانين الدول"
"States structure","بُنية الدول"
"States subjects","رعايا الدول"
"States unified by peace","دول موحدة بالسلام"
"States union","اتحاد دولي"
"Statesman","رجل دولة"
"Statesmanship","فن إدارة أمور الدولة"
"Statute of international organizations","قانون المنظمات الدولية"
"Steadiness policy","سياسة الصمود"
"Steering committee","لجنة التوجيه"
"Stone (to) embassies","يرجم السفارات بالحجارة"
"Strain of international relations","توتر العلاقات الدولية"
"Strategic arms","أسلحة استراتيجية"
"Strategic centers","مراكز استراتيجية"
"Strategic planning","تخطيط استراتيجي"
"strategic points","الاستراتيجية"
"Strategic sites","مواقع استراتيجية"
"Strategic zone","منطقة استراتيجية"
"Strategy","استراتيجية"
"Stress (to) for political interdependence","يُمارس الضغط لأجل التبعية السياسية"
"Strong diplomatic note","رسالة دبلوماسية شديدة اللهجة"
"Strong political measures","تدابير سياسية صارمة"
"Struggle against ignorance","مُكافحة الجهل"
"Struggle against illiteracy","مُكافحة الأمية"
"Struggle against political corruption","مُكافحة الفساد السياسي"
"Struggle against racism","مُكافحة العنصرية"
"Struggle against terrorism","مُكافحة الإرهاب"
"Struggle against the initiation to war","مُكافحة التحريض على الحرب"
"Sub committee","لجنة فرعية"
"Subjugate (to) citizens","يُخضع المواطنين"
"Submission to law","خضوع للقانون"
"Submit ( to) a proposal","يتقدم باقتراح"
"Submit ( to) a proposal","يتقدّم باقتراح"
"Submit (to) a protest","يتقدم باعتراض"
"Submit (to) a protest","يتقدّم باعتراض"
"Submit (to) evidences","يُقدّم الأدلة"
"Submit (to) evidences","يُقدّم الأدلّة"
"Submit (to) report to International court","يُحيل التقرير إلى المحكمة الدولية"
"Subordination to state","خضوع للدولة"
"Substantial political progress","تقدّم سياسي ملحوظ"
"Substitute parliamentary member","عضو بديل في البرلمان"
"Suffrage method","أسلوب الاقتراع"
"Suggest (to) international diplomatic sanctions","يقترح العقوبات الدبلوماسية الدولية"
"Suggest (to) international sanctions","يقترح عقوبات دولية"
"Suicide attacks","هجمات انتحارية"
"Summit of glories","قمة الأمجاد"
"Summit of glories","قمّة الأمجاد"
"Summit of victories","قمة الانتصارات"
"Summit of victories","قمّة الانتصارات"
"Super power hegemony","سيطرة دول الأقطاب"
"Super state","دولة عظمى – مُهيمنة"
"Super state","دولة عُظمى - مُهيمنة"
"Superiority principle","مبدأ الفوقية"
"Supervision post","برج المراقبة"
"Supervision","إشراف – مراقبة"
"Supervisory committee","لجنة الإشراف"
"Support (to) peace efforts","يدعم جهود السلام"
"Support (to) peace efforts","يَدْعَمُ جُهُودَ السَّلَامِ"
"Support (to) the government","يدعم الحكومة"
"Support (to) the government","يَدْعَمُ الحُكُومَةَ"
"Suppress (to) distances between peoples","يُلغي المسافات بين الشعوب"
"Suppression of terrorism","قمع الإرهاب"
"Supremacy of international law","سيادة القانون الدولي"
"Supremacy of law","سيادة القانون"
"Supreme legislative authority","السلطة التشريعية العليا"
"Supreme power","سلطة عليا"
"Supreme power","سلطة عُليا"
"Surrender (to) to the enemy","يستسلم للعدو"
"Survey (to) public opinion","يستطلع الرأي العام"
"Survey of political events","عرض للأحداث السياسية"
"Survey of political facts","عرض للوقائع السياسية"
"Survival strategy","سياسة البقاء"
"Survival to the fittest","البقاء للأصلح"
"Suspend (to) diplomatic negotiations","يُعلّق المفاوضات الدبلوماسية"
"Suspend (to) diplomatic negotiations","يُعلِّق المفاوضات الدبلوماسية"
"Suspend (to) political talks","يُعلّق المباحثات السياسية"
"Suspend (to) publication","يوقف النشر"
"Suspension of air strikes","إيقاف الغارات الجوية"
"Suspension of diplomatic relations","تعليق العلاقات الدبلوماسية"
"Suspension of diplomatic","تعليق العلاقات الدبلوماسية"
"Suspension of fighting","وقف مؤقت للقتال"
"Suspension of sessions","تعليق الجلسات"
"Suspension of the state membership","تعليق عضوية الدولة"
"Suspension of the state","تعليق عضوية الدولة"
"Sustain (to) political decision","يُؤيد القرار السياسي"
"Sustain (to) political decision","يُؤيِّد القرار السياسي"
"Sustainable ceasefire","وقف دائم لإطلاق النار"
"Sweeping political concessions","تنازلات دولية كبيرة"
"Sword of justice","بأسرع"
"Sword of justice","سيف العدالة"
"T","المساواة"
"Tacit consent","رضا ضمني"
"Take ( to) the initiative","يأخذ بزمام المبادرة"
"Take (to) advantage of ceasefire","يستفيد (يستغل) من وقف إطلاق النار"
"Take (to) diplomatic initiative","يأخذ بزمام المبادرة الدبلوماسية"
"Take (to) in consideration","يأخذ بعين الاعتبار"
"Take (to) part in negotiations","يُشارك في المفاوضات الدبلوماسية"
"Take (to) part in talks","يُشارك في المحادثات"
"Take (to) precautions","يتخذ الاحتياطات"
"Take (to) refuge","يتخذ الملجأ"
"Take (to) the defensive","يتخذ موقف الدفاع"
"Take (to) the enemy by surprise","يُباغت العدو"
"Take (to) the offensive","يتخذ موقف الهجوم"
"Take (to) the recommendations in consideration","يأخذ التوصيات بعين الاعتبار"
"Take control (to) of frontiers","يُسيطر على الحدود"
"Take control (to) of oil resources","يُسيطر على موارد النفط"
"Take control (to) of oil","يُسيطر على موارد النفط"
"Take control (to) of strategic points","يُسيطر على النقاط الاستراتيجية"
"Take control (to) of strategic sites","يُسيطر على المواقع الاستراتيجية"
"Take control (to) of strategic","يُسيطر على المواقع الاستراتيجية"
"Take control (to) of strategic","يُسيطر على النقاط الاستراتيجية"
"Take part (to) in debates","يُشارك في المناقشات"
"Take part (to) in diplomatic talks","يُشارك في المباحثات الدبلوماسية"
"Take part (to) in diplomatic","يُشارك في المباحثات الدبلوماسية"
"Take part (to) in political negotiations","يُشارك في المفاوضات السياسية"
"Take part (to) in political","يُشارك في المفاوضات السياسية"
"Target (to) civilians","يستهدف المدنيين"
"Tentative proposal to parliament","اقتراح مبدئي مُقدّم من المجلس النيابي"
"Tentative proposal to","اقتراح مبدئي مُقدّم من المجلس"
"Terms of ceasefire","بنود إطلاق النار"
"Terrestrial blockade","حصار برّي"
"Terrestrial blockade","حصار بَرِّي"
"Territorial application of laws","التطبيق الإقليمي للقوانين"
"Territorial claims","مطالب إقليمية"
"Territorial claims","مَطالب إقليمية"
"Territorial divisions","تقسيمات إقليمية"
"Territorial limits of laws","الحدود الإقليمية للقوانين"
"Territorial limits","حدود إقليمية"
"Territorial waters","مياه إقليمية"
"Territoriality of laws","إقليمية القوانين"
"Territories integrity","سلامة الأراضي"
"Territories integrity","سَلَامَة الأراضي"
"Territories under mandate","أراضي تحت الانتداب"
"Terror epoch","عصر الإرهاب"
"Terror tactics","أساليب الإرهاب"
"Terrorism","إرهاب"
"Terrorist attacks","هجمات إرهابية"
"Terrorist","إرهابي"
"Terrorists group","مجموعات إرهابية"
"Terrorize (to) civilians","يُرهب المدنيين"
"the international crisis","نشر"
"Theocracy government","حكومة دينية"
"Theocracy","نظام حكم ديني"
"Theoretical refusal","رفض بات - قطعي"
"Theoretical refusal","رفض باتّ – قطعي"
"Third world countries","دول العالم الثالث"
"Threat (to) of using force","يُهَدِّد باستخدام القوة"
"Time limit for truce","موعد انتهاء الهدنة"
"Time run for diplomatic negotiations","فات الأوان للمفاوضات الدبلوماسية"
"Time table for ceasefire","موعد وقف إطلاق النار"
"To be abided by the political decision","يلتزم بالقرار السياسي"
"To be exposed to oppression","يتعرض للقمع"
"To be exposed to oppression","يتعرّض للقمع"
"To be exposed to violence","يتعرض للعنف"
"To be exposed to violence","يتعرّض للعنف"
"To be interested in world problems","يولي الاهتمام للمشكلات الدولية"
"Topics of diplomatic discussions","مواضيع المباحثات الدبلوماسية"
"Torture of political prisoners","تعذيب السجناء السياسيين"
"Totalitarian government","حكومة شمولية"
"Totalitarian regime","نظام حكم شمولي"
"Totalitarian state","دولة شمولية"
"Totalitarianism","حكم شمولي"
"Town council","مجلس المدينة"
"Trace (to ) the boundaries","يخطّ أو يرسم الحدود"
"Trace (to ) the boundaries","يُخطّ أو يرسم الحدود"
"Tragic humanitarian situation","أوضاع إنسانية مأسوية"
"Tragic political events","أحداث سياسية مأساوية"
"Traitor","خائن"
"Transitory cabinet","وزارة انتقالية"
"Transitory provisions","تدابير انتقالية"
"Transmission of information between states","انتقال المعلومات بين الدول"
"Transparency of state politics","شفافية سياسة الدولة"
"Treason","خيانة"
"Treat (to) countries on equal basis","يُعامل الدول على أساس المساواة"
"Treat (to) countries on equal basis","يُعامل الدول على أساس"
"Treat (to) on equal level","يُعامل على أساس المساواة"
"Treatment of allies","التعامل مع الأجانب"
"Treaty","معاهدة"
"Treaty","مُعَاهَدَة"
"Tripartite alliance","حلف ثلاثي"
"Triple convention","معاهدة ثلاثية"
"Triple convention","مُعَاهَدَة ثَلَاثِيَّة"
"Triumph","انتصار"
"Troubles making","مُسبب للاضطرابات"
"Troubles shooting","تحرّي أسباب الاضطرابات"
"Truce flag","راية الهدنة"
"Truce or armistice treaty","معاهدة هدنة"
"Trusteeship council","مجلس الوصاية"
"Trusteeship system","نظام الوصاية"
"Two third majority","أغلبية الثلثين"
"Tyranny","استبداد"
"Tyranny","بأسرع"
"U","قوّات الأمم المتحدة للطوارئ United Nations Emergency Forces"
"Ultimatum","إنذار"
"UN Summit","قمة هيئة الأمم المتحدة"
"Unanimity of opinions","إجماع الآراء"
"Unanimity","إجماع"
"Unanimous approval","موافقة بالإجماع"
"Unanimous election","انتخاب بالإجماع"
"Unanimous vote","تصويت بالإجماع"
"Unauthorized area","منطقة محظورة"
"Unbinding treaty","معاهدة غير ملزمة"
"Unbinding treaty","مُعَاهَدَة غَيْر مُلْزَمَة"
"Uncertain decision","قرار غير مؤكد"
"Unconditional ceasefire","وقف غير مشروط لإطلاق النار"
"Unconditional release of captives","إطلاق سراح غير مشروط للأسرى"
"Unconstitutional law","قانون غير دستوري"
"Unconstitutionality of laws","عدم دستورية القوانين"
"Under arms","تحت السلاح"
"Under arrest","رهن الاعتقال"
"Under bombardment cities","مُدُن تحت القصف"
"Under discussion","قيد المناقشة"
"Under international laws","بموجب القوانين الدولية"
"Under mandate countries","دول تحت الانتداب"
"Under negotiations","قيد المفاوضات"
"Under protest","قيد الاحتجاج"
"Under the auspices","تحت الرعاية"
"Under war circumstances","أثناء ظروف الحرب"
"Underdeveloped countries","دول في طور النمو"
"Underestimation of the enemy force","سوء تقدير قوة العدو"
"Unfair political comments","تعليقات سياسية غير مُنصفة"
"Unforeseen political circumstances","ظروف سياسية غير متوقعة"
"Unforeseen political events","أحداث سياسية غير متوقعة"
"Unforeseen political","ظروف سياسية غير متوقعة"
"Unification of political leadership","توحيد القيادة السياسية"
"Unified command","قيادة موحدة"
"Unify (to) humanity by peace","يُوحِد الإنسانية بالسلام"
"Unify (to) humanity by peace","يُوحّد الإنسانية بالسلام"
"Union of forces","اتحاد القوى"
"Union of nations","اتحاد الأمم"
"Union of powers","اتحاد السلطات"
"Union","وحدة"
"Unit – pole","قطب واحد"
"Unitarianism","وحدوية"
"United Nations Charter","ميثاق الأمم المتحدة"
"United Nations Children Fund (UNICEF)","صندوق الأمم المتحدة لرعاية الطفولة"
"United Nations Children","صندوق الأمم المتحدة لرعاية الطفولة"
"United Nations Forces","قوات الأمم المتحدة"
"United Nations General Assembly","الجمعية العامة للأمم المتحدة"
"United Nations Organization for Education, Science and Culture (UNESCO)","منظمة الأمم المتحدة للتربية والعلوم والثقافة"
"United Nations Organization","صندوق الأمم المتحدة للتنمية"
"United Nations Organization","منظمة الأمم المتحدة للتربية والعلوم"
"United Nations Organization","منظمة الأمم المتحدة"
"United Nations Summit","قمة الأمم المتحدة"
"United states","دول موحّدة"
"Unity of human beings","وحدة العنصر البشري"
"Universal character of diplomatic talks","صفة عالمية للمحادثات الدبلوماسية"
"Universal character of political talks","صفة عالمية للمحادثات السياسية"
"Universal suffrage","اقتراع عالمي"
"Universal war","حرب كونية"
"Universalism","عالميّة"
"Unreserved resolution","قرار بدون تحفظات"
"Unsolved international conflicts","النزاعات الدولية القائمة"
"Unsolved international","النزاعات الدولية القائمة"
"Until further orders","إلى حين صدور أوامر أخرى"
"Unwritten constitution","دستور غير مكتوب"
"Upset (to) political equilibrium","يُخلّ بالتوازن السياسي"
"Upset (to) political equilibrium","يُخَلّ بالتوازن السياسي"
"Upset (to) powers balance","يُخلّ بتوازن القوى"
"Upset (to) powers balance","يُخَلّ بتوازن القوى"
"Upset (to) world equilibrium","يُخلّ بالتوازن الدولي"
"Upset (to) world equilibrium","يُخَلّ بالتوازن الدولي"
"Urgent humanitarian mission","مهمة إنسانية عاجلة"
"Urgent meeting","جلسة عاجلة"
"Urgent truce","هدنة عاجلة"
"Use of force","استخدام القوة"
"Use of force","استخدام القوّة"
"V","نشر"
"Vacant political post","منصب سياسي شاغر"
"Vacate ( to) the position","يتخلى عن المنصب"
"Vacate ( to) the position","يتخلّى عن المنصب"
"Vagueness of political decision","غموض في القرار السياسي"
"Validate (to)","يُثبت الصحة القانونية"
"Vanquish (to) the enemy","يهزم العدو"
"Vanquished peoples","شعوب مَقْهورة"
"Verbal or oral report","تقرير شفوي"
"Vested with full powers","مفوّض بكامل السلطات"
"Vested with full powers","مفَوَّض بكامل السلطات"
"Veto","نقض القرار"
"Vice consul or pro consul","نائب قنصل"
"Vice president","نائب رئيس"
"Victim","ضحية"
"Victory anthem","نشيد النصر"
"views","السياسية"
"Vigilance committee","لجنة حفظ السلام"
"Violate (to) armistice convention","يخرق اتفاقية الهدنة"
"Violate (to) neutrality conditions","يُخلّ بشروط الحياد"
"Violate (to) neutrality conditions","يُخَلّ بشروط الحياد"
"Violation of human rights","انتهاك حقوق الإنسان"
"Violation of individual liberties","انتهاك الحريات الفردية"
"Violation of international diplomatic rules","خرق القواعد الدبلوماسية الدولية"
"Violation of neutrality conditions","خرق شروط الحياد"
"Violation of political liberties","انتهاك الحريات السياسية"
"Violation of political liberties","انتهاك الحريّات السياسية"
"Violation of public peace","إقلاق الراحة العامة"
"Violations victims","ضحايا الانتهاكات"
"Violent acts","أعمال عنف"
"Visitors record","سجل الزائرين"
"Vital international interests","مصالح دولية حيوية"
"Vital political interests","مصالح سياسية حيوية"
"Voluntary cooperation","تعاون طوعي"
"Volunteer","مُتَطَوِّع"
"Vote (to) down a motion","يُصَوَّت بالرفض"
"Vote (to) down a motion","يُصَوَّتُ بِالرَّفْضِ"
"Vote (to) for ceasefire","يُصَوَّت على وقف إطلاق النار"
"Vote (to) for ceasefire","يُصَوَّتُ عَلَى وَقْفِ إِطْلَاقِ النَّارِ"
"Vote buy show hands","تصويت برفع الأيدي"
"Vote buy show hands","تَصْوِيتُ بِرَفْعِ الْأَيْدِي"
"Vote by alphabetical order","تصويت بالتسلسل الأبجدي"
"Vote by alphabetical order","تَصْوِيتُ بِالتَّسَلْسُلِ الْأَبْجَدِيِّ"
"Vote by articles","تصويت بموجب البنود"
"Vote by articles","تَصْوِيتُ بِمُوجِبِ الْبُنُودِ"
"Vote by cards","تصويت بواسطة البطاقات"
"Vote by cards","تَصْوِيتُ بِوَاسِطَةِ الْبَطَاقَاتِ"
"Vote by confidence","تصويت بالثقة"
"Vote by confidence","تَصْوِيتُ بِالثِّقَةِ"
"Vote by list","تصويت على أساس القائمة"
"Vote by list","تَصْوِيتُ عَلَى أَسَاسِ الْقَائِمَةِ"
"Vote by proxy","تصويت بالنيابة"
"Vote by proxy","تَصْوِيتُ بِالنِّيَابَةِ"
"Vote by secret ballot","تصويت بالاقتراع السري"
"Vote by secret ballot","تَصْوِيتُ بِالِاقْتِرَاعِ السَّرِيِّ"
"Vote down a motion","تصويت بالرفض"
"Vote down a motion","تَصْوِيتُ بِالرَّفْضِ"
"Vote of no confidence","تصويت بحجب الثقة"
"Vote of no confidence","تَصْوِيتُ بِحُجُبِ الثِّقَةِ"
"Vote","تصويت"
"Voter","مُقترَع – مصوَّت – ناخب"
"Voter","مُقْتَرَعٌ - مُصَوَّتٌ - نَاخِبٌ"
"Voting method","أسلوب التصويت"
"Voting method","أُسْلُوبُ التَّصْوِيتِ"
"Voting papers","أوراق التصويت"
"Voting papers","أَوْرَاقُ التَّصْوِيتِ"
"Voting results","نتائج التصويت"
"Voting results","نَتَائِجُ التَّصْوِيتِ"
"Vulnerable political situation","وضع سياسي مُهدَّد"
"Vulnerable political situation","وَضْعُ سِيَاسِي مُهَدَّدٍ"
"W","نشر"
"Waive (to) immunity","يَتَنَازَلُ عَنِ الحِصَانَةِ"
"War apparatus","آلة الحرب"
"War apparatus","آلَةُ الحَرْبِ"
"War atrocities","ويلات الحروب"
"War atrocities","وَيْلَاتِ الحُرُوبِ"
"War captives","أسرى الحروب"
"War captives","أُسْرَى الحُرُوبِ"
"War council","مجلس حربي"
"War council","مَجْلِسُ حَرْبِي"
"War court","محكمة حرب"
"War court","مُحْكَمَةُ حَرْبٍ"
"War crimes","جرائم حرب"
"War crimes","جَرَائِمُ حَرْبٍ"
"War criminal","مجرم حرب"
"War criminal","مَجْرَمُ حَرْبٍ"
"War damages","أضرار الحروب"
"War damages","أَضْرَارُ الحُرُوبِ"
"War of attrition","حرب الاستنزاف"
"War of attrition","حَرْبُ الاسْتِئْزَافِ"
"War of extermination","حرب الإبادة"
"War of extermination","حَرْبُ الإِبَادَةِ"
"War of nerves","حرب الأعصاب"
"War of nerves","حَرْبُ الأَعْصَابِ"
"War prisoner","سجين حرب"
"War prisoner","سِجِينُ حَرْبٍ"
"War proclamation","إعلان الحرب"
"War proclamation","إِعْلَانُ الحَرْبِ"
"War tactics","فن العمليات الحربية"
"War tactics","فَنُّ العَمَلِيَّاتِ الحَرْبِيَّةِ"
"War witness","شاهد على الحرب"
"War zone","منطقة الحرب"
"Warning notice","مذكرة تحذيرية"
"Warning notice","مذكّرة تحذيرية"
"Wars consequences","نتائج الحروب"
"Wars death rate","معدّل الوفيات في الحروب"
"Wars evils","شرور الحروب"
"Wars glories","أمجاد الحروب"
"Wars indemnities","تعويضات الحروب"
"Wars laws","قوانين الحرب"
"Wars victims","ضحايا الحروب"
"Wars victories","انتصارات الحروب"
"Weapons – arms","أسلحة"
"Welcome (to) political decision","يُرحب بالقرار السياسي"
"Welcome (to) political","يُرحب بالقرار السياسي"
"Welfare state","دولة الرفاهية"
"Well informed international circles","أوساط دولية حسنة الاطلاع"
"Well informed international circles","أوساط دولية حَسَنة الاطلاع"
"Well intentioned diplomatic efforts","جهود دبلوماسية حسنة النية"
"Well intentioned diplomatic efforts","جهود دبلوماسية حسنة النيّة"
"Well intentioned negotiations","مُفاوضات حسنة النية"
"Well intentioned negotiations","مُفاوضات حَسَنة النيّة"
"West bank","الضفة الغربية"
"Western society","مجتمع غربي"
"White majority","الأغلبية البيضاء"
"White minority","أقلية بيضاء"
"Widen (to) cooperation between states","يوسّع التعاون بين الدول"
"Widen (to) terrestrial Offensives","يُوسّع الهجمات البرية"
"Wire tapping","مراقبة الخطوط الهاتفية"
"Wise policy","سياسة حكيمة"
"Withdraw (to) behind boarders","ينسحب إلى خلف الحدود"
"Withdraw (to) behind","ينسحب إلى خلف الحدود"
"Withdraw (to) immunities","يسحب الحصانات"
"Withdrawal of foreign forces","انسحاب القوات الأجنبية"
"Without dispute","بدون مُنازعة"
"Without further delay","بدون أي تأخير"
"Without reservation","بدون تحفظ"
"Withstand (to) political oppression","يصمد أمام القمع السياسي"
"Withstand (to) political repressions","يصمد أمام الضغوط الدبلوماسية"
"Withstand (to) political","يصمد أمام الضغوط الدبلوماسية"
"Withstand (to) political","يصمد أمام القمع السياسي"
"Working languages in international organizations","لغات العمل في المنظمات الدولية"
"World affairs correspondent","مراسل الشؤون الدولية"
"World affairs correspondent","مُراسل الشؤون الدولية"
"World catastrophe","كارثة عالمية"
"World commotion","هزة عالمية"
"World Conference","مؤتمر القمة"
"World Conference","مؤتمر القمّة"
"World conscience","الضمير العالمي"
"World conscience","ظ"
"World consolidation","تعاضد دولي"
"World criterions","معايير دولية"
"World Emergency forces","قوات الطوارئ الدولية"
"World instance","مُرافعة دولية"
"World leaders assembly","اجتماع قادة العالم"
"World military situation","الوضع العسكري الدولي"
"World of solidarity","عالم من التضامن"
"World peace","السلام العالمي"
"World politic","السياسة العالمية"
"World political situation","الوضع السياسي العالمي"
"World power","سلطة عالمية"
"World powers","قوى دولية"
"World protectorship","حماية دولية"
"World war","حرب عالمية"
"World wide","واسع الانتشار دولياً"
"World year for childhood","العام الدولي للطفولة"
"World year for human rights","العام الدولي لحقوق الإنسان"
"World year for women rights","العام الدولي لحقوق المرأة"
"Written constitution","دستور مكتوب"
"Written report","تقرير خطي"
"Written report","تقرير خطّي"
"Xenopgbia","كراهية الأجانب"
"Yield (to) arms","يُسَلِّم السلاح"
"Yoke of imperialism","نبر الاستعمار"
"Yoke of imperialism","نَبْرُ الاستعمار"
"Zionism","عربي-إنكليزي"
"Zionism","صهيونية"
