"English Term","Arabic Term"
"assistant of the government","مناصر (مؤيد) للحكومة"
"assistant-agent","متعاون، عميل، مساعد"
"assistant","معاون، مساعد"
"associated country","بلد مشارك، (متحد مع أو منضم)"
"associated member","عضو مشترك"
"association, company, society","جمعية، شركة، هيئة، مجتمع"
"association, military troop, jetfighters troops","وحدة عسكرية، سرب طائرات، اتحاد، جمعية، نقابة، رابطة"
"association, organization, alliance, federation","عصبة، جماعة، منظمة، حلف، اتحاد"
"association","جمعية، رابطة"
"assumption of a proposal","قبول الطلب"
"assumption of the office","(الدخول إلى) استلام الوظيفة أو الوزارة إلخ..."
"assure (to)","أكد"
"asylum (ask for the political asylum)","طَلَبُ (التماس) اللجوء السياسي"
"asylum application","طلب اللجوء السياسي"
"asylum wish","طلب (رغبة) اللجوء"
"asylum","لجوء، ملجأ، مأوى"
"atlantic alliance nuclear force","القوات النووية للحلف الأطلسي"
"atlantic alliance","الحلف الأطلسي"
"Atlantic ocean","المحيط الأطلسي"
"Atlantic","الأطلسي (الخيط الأطلسي)"
"atom rocket arsenal","ترسانة (مستودع) الصواريخ النووية"
"atom","ذُرَّة"
"atomic (nuclear) defense system","دفاع ذري (نووي)"
"atomic age","عصر الذُرَّة"
"atomic ammunition","تسلُّح نووي"
"atomic armament control","مراقبة التسلح النووي"
"atomic arms racing","سباق تسلُّح نووي"
"atomic balance","التوازن الذري"
"atomic bomb","قنبلة ذُرَّة"
"atomic confrontation","بحاجة نووية (ذرية)"
"atomic energy department","دائرة (شؤون) الطاقة الذرية"
"atomic hit strike","ضربة نووية"
"atomic imbalance","اختلال التوازن الذري"
"atomic mass","الكتلة الذرية"
"atomic nucleus","نواة الذُرَّة"
"atomic power","قوة (سُلْطَة ذرية) نووية"
"atomic preventive para- chute","مَظَلَّة الوَفَايَة النُّوَوِيَّة"
"atomic researches","الأبحاث الذرية"
"atomic researches","تجارب ذرية"
"atomic shield","دِرْع (مَظَلَّة) نُوَوِي"
"atomic state (a state that possesses nuclear weapons)","دولة مالكة للطاقة الذرية (أو السلاح النووي)"
"atomic test","تجربة ذرية (ج تجارب ذرية)"
"atomic theory","نظرية الذُرَّة"
"atomic threat","الخطر الذري"
"atomic war","حَرْبٌ ذَرِيَّةٌ"
"atomic warhead","رأس نووي متفجر"
"atomic weapon arsenal","ترسانة (مخزن) السلاح النووي"
"atomic weapon free states","دَوْلَة غَيْر نَسْوِيَة (غير مالكة للسلاح النووي)"
"atomic weapon","سلاح نووي (ذري)"
"atomic weapons","أسلحة نووية"
"atomic, nuclear plans","مخططات نووية"
"atomic","ذري (صفة)"
"attacks made against the government","تَهْجِمَاتٌ (حَلَالَتْ ضِدَّ) عَلَى الْحُكُومَةِ"
"attenuation of tension","تخفيف التوترات"
"attitude-opinion","موقف، وجهة نظر، رأي"
"attitude-position","موقف، وقفة"
"attribute a big importance to...","علق أهمية كبرى على"
"attribute, give (an importance to )","يعلق (أهمية) على"
"attribute","يعلق"
"attribution of the independence","منح الإستقلال"
"attune decline","انخفاض عدد الأصوات"
"attune purchase","شراء الأصوات"
"auction","مُزايدة (المُزايدات)"
"audit privilege","حق التفتيش (الرقابة)"
"auditor","مراجع، مصحح، معيد النظر في...، مراقب"
"Australia","أستراليا"
"Austria","النمسا"
"Austrian","غساوي (صفة)"
"autarchy policy","سياسة الإستقلال الإقتصادي"
"autarchy","استقلال اقتصادي، إكتفاء ذاتي"
"authentic meeting","إجتماع عادي (للأعضاء أو دوري)"
"authentic member","عضو أصيل"
"authentic","أصيل، عادي (صفة)"
"authorisation","تصريح، إذن، رخصة"
"authoritarian, trannical","ذو سلطة (صفة)"
"authority abuse","إنتهاك السلطات (الصلاحيات)"
"authority crossing","يتجاوز الصلاحيات"
"authority infringement","تجاوز الصلاحيات (السلطات)"
"authority to negotiate","سلطة (صلاحية) المفاوضات"
"authority transfer","نقل السلطة (الصلاحيات)"
"authority, power","سلطة"
"authority, proxy, empowerment, delegacy, procreation","وكالة، سلطة، توكيل، تفويض"
"authority","سلطة الحكم، سلطة"
"autocracy","سلطة مطلقة"
"autocrat","حكم فردي (استبدادي، تعسفي)، حاكم فردي (مستبد مطلق)"
"autocratic","تعسفي، استبدادي، فردي (صفة)"
"autograph (to)","وقع، يضع إمضائه"
"automatic cannon","مدفع آلي سريع الطلقات"
"automatic gun","مسدس آلي"
"autonomous, independent","مستقل، ذاتي (صفة)"
"autonomy in collective bargaining","حرية اتفاقيات الأجور"
"autonomy, self-determination","استقلال ذاتي، حكم ذاتي"
"auxiliary agreement","معاهدة إضافية (تكميلية)"
"auxiliary law","قانون إضافي (معدل)"
"aviation agreements","معاهدة الملاحة الجوية"
"aviation","طيران"
"avoid (to)","تفادي، تجنب، تحاشي"
"avoidance","تجنب، تفادي"
"AWACS (E3 Airborne Warning and Control, System)","طائرة (أواكس) الاستطلاعية (المزودة بأحدث الرادارات الإلكترونية)"
"axiom","بديهية"
"axiomatic","بديهي (صفة)"
"axiomatics","عمل البديهيات"
"axis states","دول المحور"
"axis","محور"
"backing","تأييد، مناصرة، دعامة، سند، عون"
"backlog","مُتَخَلِّف (صفة)"
"backwardness","تَخَلُّف اقتصادي، تحت مستوى النماء الاقتصادي"
"bacteria","بكتيريا، جرثمة، جراثيم"
"bacteriological war","حرب جرثومية (بالسلاح الجرثومي)"
"bacteriological war","حَرْبٌ جَرْنُومِيَّةٌ"
"bacteriological weapons","أسلحة بكتريولوجية"
"bacteriological","بكتيري، جرثومي"
"Baghdad","بغداد"
"Bahrain","البحرين"
"balance between East and West","توازن القوى بين المعسكرين الشرقي والغربي"
"balance of forces","توازن (تعادل) القوى"
"balance of payments","موازنة المدفوعات"
"balance of supply and demand","تعادل بين العرض والطلب"
"balance policy","سياسة التوازن"
"balance","رصيد"
"balanced budget","مُوَازَنَة مُتَوَازَنَة"
"balfour-declaration","تصريح (وعد) بلفور"
"Balkans","البلقان"
"ballot paper","ورقة (بطاقة) الإقتراع"
"ballot-box","صندوق الإقتراع"
"ballots","قسيمة الإنتخاب ، ورقة الإنتخاب"
"banish (annul) (to) the exploitation","قضاء على الإستغلال"
"banish (to)","نفي، طُرْدٌ، إبعادٌ"
"banished","منفي"
"banishment place","منفي"
"banishment","نفي"
"bank authority","سلطة مصرفية،"
"bank monopoly","إحتكار مصرفي"
"bank reserves","إحتياطات المصارف"
"bank stock","رأس مال مصرفي / بنكي"
"bank","مصرف، بنك"
"bankruptcy","إفلاس، تفليسة"
"bankrupted goods","مال المفلح، أملاك المفلح (التي يُلقى عليها الحجز)"
"banquet","وليمة، مأدبة (عشاء)"
"barbarian","بربري، وحشي، همجي"
"barbarity","بربرية، وحشية، همجية"
"barbed wire","شبكة (موانع) من الأسلاك الشائكة"
"bargaining offer","عرض المفاوضات (عرض إجراء المفاوضات)"
"bargaining parties","رب العمل ونقابة العمال"
"bargaining","مفاوضات"
"barracks arrest","حظر مبارحة الثكنة"
"barracks quarter","منطقة (حي) الثكنات"
"barracks","ثكنة"
"barricade (to)","تُحصن، سد، تَترس"
"barricade","متراس"
"barrier, force","قوة، دعم، منع، حصن، عزز"
"barrier, obstacle","حاجز، عائق، سد، حد"
"barrier","حاجز، عائق، سد، حظر، منع، حصار"
"barters","مقايضة"
"base","مقر (دائم)"
"basic conditions","شروط أساسية (عامة)"
"basic engagement","إلتزامات أساسية"
"basic plan","خطة عامة"
"basic principles for socialist planning","المبادئ الأساسية للتخطيط الإشتراكي"
"basic principles","مبادئ أساسية"
"basic reform","إصلاح أساسي (جذري)"
"basic unit","وحدة أساسية"
"basic-fundamental rights","حقوق أساسية"
"basic","أساسي"
"basis","قاعدة، أساس (مُطلق)، عماد، ركن، مُطلق"
