"English Term","Arabic Term"
"Contour Interval","الفاصل المكتوري"
"Contracting Officer","ضابط التعاقد"
"Control","ادارة - سيطرة - مراقبة"
"Control and Reporting Center","مركز السيطرة والتبليغ - (عمليات جوية)"
"Controlled Firing Area","منطقة رمي تحت السيطرة"
"Confidential Information","معلومات معطورة"
"Controlled Materials","مواد مفيدة - مواد مراقبة"
"Controlled Materials Mine","لغم يفجر عن بعد"
"Controlled Materials Mosaic","صور جوية مدمجة"
"Controlled Materials Net","شبكة مفيدة"
"Control Measures","إجراءات السيطرة. إجراءات المراقبة"
"Control Measures Officer","ضابط السيطرة"
"Control Measures Point","نقطة مراقبة - نقطة سيطرة"
"Control Measures Zone","منطقة سيطرة"
"Convalescent Center","مركز نقاعة"
"Convalescent Center Patient","مريض في حالة النقاعة"
"Convoy","قافلة"
"Coordinated Defense","دفاع منسق"
"Coordinate Scale","بطاقة إحداثيات"
"Coordinate Scale System","نظام إحداثي"
"Coordinating Points","نقاط التنسيق"
"Coordinate With","نسق مسح"
"Corps","فيلق - سلاح"
"Corrected Azimuth","زاوية مصححة - (معدلة)"
"Corrected Deflection","انحراف مصحح (معدل)"
"Corrected Deflection Elevation","ارتفاع مصحح (معدل)"
"Corrected Deflection Range","مدى مصحح (معدل)"
"Correction","تصحيح - تضبيب - تعديل"
"Corrector.","مصحح"
"Correspondent","مراسل - مطابق - موافق"
"Correspondent , Newspaper","مراسل صحفي"
"Correspondent , War","\" حربي"
"Corridor","مسر"
"Counter Attack","هجوم ضاد"
"Counterbattery Fire","نيران القصف الضاد"
"Counterbattery Fire Officer","ضابط القصف الضاد"
"Counterbombardment","القصف الضاد"
"Counterespionage","كافحة الباسوسية - جاسوسية ضادة"
"Counterfire","نيران ضادة - ربي ضاد"
"Counterintelligence","استخبارات ضادة"
"Countermeasures","اجراءات ضادة"
"Countermining","تفجير الغام بالغام اخرى"
"Countersurveillance","مراقبة ضادة - تفتيش ضاد"
"Course of Action","طريقة الحل"
"Court Martial","مجلس عسكري - محكمة عسكرية"
"Court Martial of Inquiry","مجلس تحقيق"
"Court Martial Military Appeals","محكمة الاستئناف العسكرية"
"Cover","غطاء - تستر - ستار"
"Covered Approach","اقتراب مستور"
"Covered Approach Movement","تحرك مستور"
"Covering Barrier","مانع ساتر"
"Covering Barrier Fire","نيران ساترة"
"Covering Barrier Force","قوة ساترة"
"Craft","مركبة - زئبق"
"Crater","فوسنة - حفرة"
"Crater Analysis","تسلسل موقع انفجار القذيفة"
"Cratering Charge","صيانة عمل الحفر"
"Crawl Trench","خندق زحف للأعمال"
"Creeping Barrage","غلالة زاحفة"
"Crest","قمة"
"Crest Clearance","اخلاء القمة"
"Crest Graph","اداة تخطيط اخلاء القمة"
"Military Crest","القمة العسكرية"
"Topographical , Crest","القمة الطوبوغرافية"
"Grow Served Weapons","الأسلمة ذات الطاقم"
"Critical Altitude","الارتفاع الحرج (الخطر)"
"Cross Compartment","طبه ارض"
"Cruising Altitude","الارتفاع المقرر للطيران - الارتفاع الحرج به للطيران"
"Crypto","رمز اصطلاحي"
"Crystal","بلوري"
"Culvert","برج جسيم - قناة تحت بورغ"
"Curfew","منع التجول"
"Current","تيار - جري - دارج"
"Current Consumption","استهلاك التيار"
"Air, Current","تيار هوائي - تيار جوي"
"Current Alternating a.c.","تيار متغير - تيار متناوب"
"Direct Current D.C.","تيار مستر"
"Current Down","تيار هابط"
"Curtain","ستار - ستارة - ستر - حجاب"
"Curtain of Fire","منسنى . منعطف"
"Curve","توقيف - ايقاف - اعتقال"
"Custody","يقطع"
"Cut","يحز - يحزز - يفرز"
"Cut Away, to","يخفف - ينقص - يخفف"
"Cut Down , to","يقاطع الحديث . يعترض"
"Cut in , to","حذف - قطع الغنى"
"Cut off , to","حسم - قطع - حذف - ابطل - قاس"
"Cut Out , to","قاطع - سكين - شفرة"
"Cutter","دورة - ذبذبة - دراجة"
"Cycle","اسطوانة"
"Cylinder","٢/٥ - مطبوع"
"Decision","قرار"
"Declassify , To","يرفع السرية"
"Declination","انحراف"
"Declination Constant","الأنحراف الثابت"
"Declination Constant Protractor","منطقة الأنحراف"
"Decontamination","تظهرها لأنحراف"
"Dedinator","مقياس الأنحراف"
"Defense Acquisition Radar","رادار إيجاد الأهداف في الدفاع"
"Defense Acquisition Radar Area","منطقة الدفاع"
"Defense Acquisition Radar in Depth","الدفاع بعمق"
"Defense Acquisition Radar Information","معلومات عن الدفاع"
"Defense Acquisition Radar in Place","الدفاع عن الموضع"
"Defense Acquisition Radar Plan","خطة الدفاع"
"Defensive Grenade","قنبلة يدوية دفاعية"
"Defensive Grenade Minefield","حقل الخام دفاعي"
"Defensive Grenade Position","موقع دفاعي"
"Defensive Grenade Zone","منطقة دفاعية"
"Deficiency","نقص - عجز - قصور"
"Defilade","ستر - استتار"
"Deflection","انحراف"
"Deflection Probable Error","خط الأنحراف المحتمل"
"Deflection Scale","مقياس الأنحراف"
"Delay Action","مفعول متأخر"
"Delayed Action Bomb","قنبلة بطيئة"
"Delayed Action Bomb Mine","لغم موقوت"
"Delayed Action Bomb Contact Fire","صاعق لغم بطيء"
"Delay on Route","تأخر - (ساعة طريق)"
"Delay Fuze","صام بطيء - صام تأخير"
"Delaying Action","عملية أعاقة"
"Delaying Action Position","موقع أعاقة - مطبوع - ٢/٥ - حـطـور"
"Delibrate Defense","دفاع مدبر"
"Delibrate Defense Field Fortifications","تحصينات ميدان مدبرة"
"Delibrate Defense Fire","نيران مدبرة"
"Delivery Error","خطأ الأطلاق"
"Demolition","نسف"
"Demonstration","بيان عملي"
"Density","كثافة"
"Dental Surgeon","جراح أسنان"
"Deny the Enemy, To","يحرم العدو من"
"Department","ادارة - مصلحة - وزارة"
"Department of Defense","وزارة الدفاع (( اصطلاح أمريكي ))"
"Departure Airfield","مطار المغادرة"
"Deploy , To","تنوع - ينتشر . يزرع . ( كميكياً )"
"Deployment","توزيع انتشار"
"Depot","ستودع عام"
"Depot Maintenance","صيانة القاعدة"
"Depot Repair","اصلاح القاعدة"
"Depot Support","اسناد من ستودع القاعدة"
"Depth Bomb","قنبلة أعماق"
"Desert Operation","عملية صحراوية"
"Design","تصميم - رسم"
"Designation","تعيين - تعيين - تسمية"
"Designation of Objective","تعيين الهدف"
"Designer","مصم - رسام"
"Despatch","ارسال"
"Destination","جبهة الوصول"
"Destroy, To","يدمر - يحطم"
"Destroyer","مدمرة - مدمر"
"Destruction","تدبير"
"Destructive Fire","نيران تدبيرية - حـطـور - ٢/٥ - حفظ"
"Detach, To","يفرز - يفصل -"
"Detachment","مفرزة"
"Determine, To","يعين - يحدد - يصم"
"Detonate, To","يفجر - يصم - يلهب"
"Detonating Cord","حبل التفجير"
"Detonating Cord Explosive","تفجر صاعق"
"Detonating Cord Puzé","صمم التفجير - طبة تفجير"
"Detonator","مفجر"
"Detour","منعطف - عطفه - دورة"
"Detrain","ينزل من القطار - يفرغ من القطار"
"Detrucking Point","نقطة النزول من العربات"
"Development","تطور - تطوير - تحميض الأفلام"
"Diameter","قطر دائرة"
"Diary, Military","بوميات أو مذكرات عسكرية"
"Difference","فرق - أختلاف"
"Difference , Azimuth","فرق الزاوية"
"Difference , Temperature","فرق درجة الحرارة"
"Direct Command Procedure","إجراءات الأوامر المباشرة (في عربي)"
"Direct Communication","الأتصال المباشر (بين الأفراد أو الأجهزة اللاسلكية)"
"Directed Net","شبكة لاسلكية مقيدة"
"Direct Fire","نيران مباشرة - رمي مباشرة"
"Direct Fire Hit","إصابة مباشرة"
"Directing Point","نقطة توجيه - نقطة أساسية"
"Direction Board","لوحة التوجيه"
"Directives","توجيهات"
"Direct Laying","توجيه مباشر ( أسلحة )"
"Direct Laying Observation","ملاحظة مباشرة"
"Director","مدير - موجه - ضغط مباشر - حفظ - ٢/٥"
"Direct Pressure","ضغط مباشر"
"Direct Pressure Support Artillery","مدفعية الأسناد المباشر"
"Direct Pressure Fire","نيران الأسناد المباشر"
"Direct Pressure Unit","وحدة الأسناد المباشر"
"Disciplinary Action","اجراء تأديبي"
"Disciplinary Action Barracks","السجن العسكري"
"Discipline","الضبط نظام"
"Disengage , To","يتوقف عن الاشتباك"
"Dismiss","انصراف ( ايعاز) طرد"
"Dismount Point","نقطة الترييل"
"Dispensary","مستوصف"
"Disposition","انتظام - نشر"
"Displacement","المتقال - تغيير"
"Disposition","ترتيب - توزيع - تنظيم"
"Distant Reconnaissance","استطلاع بعيد المدى"
"Distribution Area","منطقة التوزيع"
"Distribution Point","نقطة التوزيع"
"Distribution Depot (Jeneral Depot)","مستودع التوزيع"
"District","مقاطعة"
"Dive Bombing","قصف الانقضاض"
"Divesion","فرقة"
"Diversionary Attack","هجوم تضليلي"
"Division Artillery","مدفعية الفرقة"
"Doctrine","عقيدة"
"Domestic Emergencies","الطوارئ المحلية"
"Dominant Terrain","أرض سيطرة"
"Double Envelopment","تطويق مزدوج"
"Down Time","فاصل زمني"
"Down Time Wind","تحت الرياح - مع الرياح"
"Drift Meter","مقياس التيار الهوائي ( طيران )"
"Drill Ammunition","ذخيرة تدريب"
"Drill Call","حفظ"
"Drone","نداء بالبروجي (للتدريب)"
"Drop Altitude","مركبة (اجمه - مائية) توجه باللاسلكي (هدف)"
"Drop Kit","ارتفاع الأسقاط"
"Drop Kit Message","معدات الأسقاط"
"Drop Kit Techniques","رسالة - سقطة"
"Drop Kit Zone","طرق الأسقاط"
"Drum Exchange","منطقة الأسقاط"
"Dummy Position","تبديل البراميل (تموين الوقود)"
"Dummy Position Projectile","موقع هيكلي"
"Duty Officer","مقد وف هيكلي"
"Duty Officer Roster","الضابط المناوب"
"Dynamic","سجل المناوبة"
"Dynamic Pressure","حركي - ديناميكي"
"Dynamite","ضغط حركي - ضغط ديناميكي"
"Dynamo","ديناميت"
"Easting","الشرقيات ( قيمة الأحداث باتجاه الشرق أن من اليسار إلى اليمين ) ( قراءة الخرائط )"
"Echelon","مرحلة . خط . نسق . فرع . رئاسة فرعية . وحده ."
"Echelonment","تنسيق . ترتيب . تدرج . توزيع . غر--"
"Echelonment of Command","تدرج القيادة . تقسيم القيادة"
